product_id,product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,seller,stock,sold_quantity,profit_margin_pct,is_organic,packaging_type,weight_g,shelf_life_days,reorder_level,demand_index,date_added,expiry_date,offer_type,delivery_status,revenue_inr,price_per_100g,weight_bucket,is_perishable,is_impulse_category,has_offer,is_small,impulse_score,basket_type,impulse_premium_pct,city_impulse_index
9557,dove family pack personal 338,personal care,dove,531.53,15,451.8,3.1,222,28,jaipur,urbanseller,99,704,27.1,False,can,200,1161,19,100,2025-05-05,2028-07-09,buy1get1,delayed,318067.2,225.9,small,0,0,1,1,0.5,Mixed,77.11428922411386,1.0232433225584974
9558,dove fresh personal 484,personal care,dove,496.01,15,421.61,4.5,54,28,delhi,quickstores,105,199,18.6,True,pouch,100,1735,21,38,2024-02-23,2028-11-23,flatdiscount,on-time,83900.39,421.61,small,0,0,1,1,0.5,Mixed,230.55845719246858,1.014797842636215
9559,parle premium snacks 467,snacks,parle,74.9,10,67.41,3.7,209,30,mumbai,urbanseller,146,190,5.7,False,jar,500,184,29,51,2025-09-10,2026-03-13,no offer,delayed,12807.9,13.482,mid,0,1,0,0,0.25,Planned,-73.86186907556247,0.9848090911450436
9560,harpic daily household 115,household,harpic,802.62,0,802.62,4.1,111,32,mumbai,dailyneeds,146,11,30.5,True,jar,200,734,29,10,2024-06-19,2026-06-23,cashback,on-time,8828.82,401.31,small,0,0,1,1,0.5,Mixed,123.3188097949241,0.9848090911450436
9561,freshfarm organic fruits 55,fruits & vegetables,freshfarm,142.34,10,128.11,4.6,200,18,hyderabad,sellera,93,174,31.8,True,jar,2000,5,18,46,2024-02-23,2024-02-28,no offer,on-time,22291.140000000003,6.405500000000001,bulk,1,1,0,0,0.5,Mixed,-89.95572224152961,1.0021408233089992
9562,aavin fresh dairy 683,dairy,aavin,151.89,0,151.89,3.5,498,20,chennai,quickstores,106,323,14.3,True,packet,500,11,21,53,2024-06-07,2024-06-18,buy1get1,on-time,49060.469999999994,30.377999999999997,mid,1,1,1,0,0.7,Impulse,11.494251765172006,1.0102290037834531
9563,modern organic bakery 605,bakery,modern,111.15,5,105.59,4.3,191,25,jaipur,urbanseller,133,62,23.4,False,can,200,9,26,28,2025-09-23,2025-10-02,flatdiscount,on-time,6546.58,52.795,small,1,1,1,1,1.0,Impulse,-38.383945945684225,1.0232433225584974
9564,lay's lite snacks 293,snacks,lay's,299.69,15,254.74,4.3,98,34,lucknow,dailyneeds,92,354,6.2,True,pouch,750,231,18,74,2025-01-01,2025-08-20,buy1get1,delayed,90177.96,33.965333333333334,bulk,0,1,1,0,0.45,Mixed,-34.149953303751005,0.9899610382622132
9565,aashirvaad daily grocery 499,grocery,aashirvaad,151.51,20,121.21,3.5,498,22,delhi,sellerb,80,54,19.6,True,packet,750,311,16,17,2024-10-20,2025-08-27,flatdiscount,on-time,6545.339999999999,16.16133333333333,bulk,0,0,1,0,0.2,Planned,-80.62096309544624,1.014797842636215
9566,bakehouse organic bakery 388,bakery,bakehouse,309.88,15,263.4,3.7,177,42,lucknow,dailyneeds,138,39,31.8,True,jar,1000,9,27,15,2024-11-06,2024-11-15,no offer,on-time,10272.599999999999,26.339999999999996,bulk,1,1,0,0,0.5,Mixed,-69.25908014412961,0.9899610382622132
9567,tata daily grocery 520,grocery,tata,71.05,20,56.84,3.3,139,21,pune,quickstores,115,42,28.4,False,bottle,100,394,23,10,2025-07-14,2026-08-12,no offer,on-time,2387.28,56.84,small,0,0,0,1,0.3,Planned,-31.84321893893845,0.9761729157615873
9568,himalaya family pack personal 140,personal care,himalaya,299.77,20,239.82,4.2,237,25,chennai,dailyneeds,101,148,21.2,True,jar,200,1152,20,28,2023-11-23,2027-01-18,flatdiscount,delayed,35493.36,119.91,small,0,0,1,1,0.5,Mixed,-5.985947672140359,1.0102290037834531
9569,bakehouse premium bakery 683,bakery,bakehouse,162.83,0,162.83,3.5,157,36,ahmedabad,sellera,122,479,17.2,False,packet,400,14,24,100,2025-02-23,2025-03-09,buy1get1,on-time,77995.57,40.7075,mid,1,1,1,0,0.7,Impulse,-52.49104043155489,1.0225348626452144
9570,aavin classic dairy 362,dairy,aavin,205.01,5,194.76,4.4,270,21,pune,sellerb,146,326,22.9,False,pouch,250,18,29,91,2025-05-11,2025-05-29,buy1get1,on-time,63491.759999999995,77.904,small,1,1,1,1,1.0,Impulse,185.9256102940931,0.9761729157615873
9571,amul classic dairy 387,dairy,amul,68.86,0,68.86,4.6,208,32,mumbai,quickstores,126,246,31.4,False,box,250,8,25,68,2024-06-05,2024-06-13,cashback,on-time,16939.56,27.544,small,1,1,1,1,1.0,Impulse,1.0928194950259449,0.9848090911450436
9572,pepsi classic beverages 495,beverages,pepsi,273.5,0,273.5,3.6,377,42,jaipur,sellerb,141,115,37.8,False,jar,500,439,28,16,2025-02-26,2026-05-11,buy1get1,on-time,31452.5,54.7,mid,0,1,1,0,0.45,Mixed,39.79568085542613,1.0232433225584974
9573,minute maid original beverages 576,beverages,minute maid,223.04,10,200.74,4.4,483,23,bengaluru,sellerb,81,245,34.9,False,jar,1000,288,16,55,2024-08-27,2025-06-11,buy1get1,on-time,49181.3,20.074,bulk,0,1,1,0,0.45,Mixed,-48.69728523780943,0.9849458155674083
9574,freshfarm fresh fruits 627,fruits & vegetables,freshfarm,48.76,5,46.32,4.6,163,26,mumbai,sellerb,146,139,31.1,False,bottle,250,10,29,36,2025-02-15,2025-02-25,buy1get1,on-time,6438.4800000000005,18.528,small,1,1,1,1,1.0,Impulse,-70.94678349716037,0.9848090911450436
9575,p&g family pack personal 182,personal care,p&g,49.27,0,49.27,4.0,95,23,hyderabad,urbanseller,120,88,12.6,True,box,200,1554,24,20,2024-11-06,2029-02-07,freedelivery,on-time,4335.76,24.635,small,0,0,1,1,0.5,Mixed,-80.68521241683911,1.0021408233089992
9576,tata original grocery 663,grocery,tata,320.38,20,256.3,4.1,193,27,bengaluru,localmart,109,97,19.6,False,bottle,200,669,21,25,2023-12-04,2025-10-03,freedelivery,delayed,24861.100000000002,128.15,small,0,0,1,1,0.5,Mixed,53.66452309949046,0.9849458155674083
9577,himalaya classic personal 781,personal care,himalaya,33.66,20,26.93,4.5,141,21,mumbai,urbanseller,131,69,37.9,False,packet,750,1777,26,37,2025-04-25,2030-03-07,buy1get1,on-time,1858.17,3.5906666666666665,bulk,0,0,1,0,0.2,Planned,-97.18477921864815,0.9848090911450436
9578,p&g fresh personal 258,personal care,p&g,461.38,15,392.17,3.9,126,30,mumbai,quickstores,93,338,6.9,True,bottle,200,1189,18,75,2025-05-15,2028-08-16,cashback,on-time,132553.46,196.085,small,0,0,1,1,0.5,Mixed,53.73818239269751,0.9848090911450436
9579,tropicana lite beverages 376,beverages,tropicana,131.64,5,125.06,4.3,461,26,bengaluru,quickstores,111,262,15.0,False,bottle,300,353,22,46,2025-04-29,2026-04-17,no offer,on-time,32765.72,41.68666666666667,mid,0,1,0,0,0.25,Planned,6.537768725043208,0.9849458155674083
9580,pepsi original beverages 462,beverages,pepsi,258.11,10,232.3,4.5,165,21,pune,sellera,132,118,25.2,False,can,500,446,26,33,2025-04-12,2026-07-02,freedelivery,on-time,27411.4,46.46,mid,0,1,1,0,0.45,Mixed,18.736879936802513,0.9761729157615873
9581,aavin organic dairy 334,dairy,aavin,56.81,10,51.13,4.7,246,30,jaipur,dailyneeds,107,228,38.1,False,pouch,1000,17,21,47,2025-06-22,2025-07-09,cashback,delayed,11657.640000000001,5.113,bulk,1,1,1,0,0.7,Impulse,-81.23411319786278,1.0232433225584974
9582,bakehouse daily bakery 619,bakery,bakehouse,305.63,0,305.63,4.1,171,39,jaipur,sellera,106,276,15.4,True,can,200,7,21,67,2025-05-20,2025-05-27,cashback,delayed,84353.88,152.815,small,1,1,1,1,1.0,Impulse,78.34751965735892,1.0232433225584974
9583,aashirvaad organic grocery 764,grocery,aashirvaad,79.28,15,67.39,4.1,531,20,chennai,sellera,136,246,17.6,True,jar,400,708,27,73,2024-07-06,2026-06-14,cashback,on-time,16577.94,16.8475,mid,0,0,1,0,0.2,Planned,-79.79818140523867,1.0102290037834531
9584,britannia original bakery 537,bakery,britannia,420.95,10,378.86,4.3,269,31,chennai,dailyneeds,94,557,6.6,False,packet,200,7,18,100,2025-09-27,2025-10-04,buy1get1,on-time,211025.02000000002,189.43,small,1,1,1,1,1.0,Impulse,121.08019925199424,1.0102290037834531
9585,pepsi original beverages 424,beverages,pepsi,137.15,0,137.15,3.9,119,19,delhi,quickstores,144,22,34.3,False,packet,1000,120,28,2,2024-02-10,2024-06-09,no offer,on-time,3017.3,13.715,bulk,0,1,0,0,0.25,Planned,-64.9488525972181,1.014797842636215
9586,parle daily snacks 791,snacks,parle,234.61,0,234.61,5.0,38,21,pune,urbanseller,136,160,17.9,False,can,250,175,27,43,2025-07-28,2026-01-19,flatdiscount,on-time,37537.600000000006,93.84400000000001,small,0,1,1,1,0.75,Impulse,81.93938276760984,0.9761729157615873
9587,dailygreens family pack fruits 719,fruits & vegetables,dailygreens,382.72,20,306.18,4.9,168,32,hyderabad,urbanseller,91,157,22.1,False,box,250,14,18,51,2025-10-22,2025-11-05,buy1get1,on-time,48070.26,122.47200000000001,small,1,1,1,1,1.0,Impulse,92.04477177978066,1.0021408233089992
9588,coca-cola classic beverages 230,beverages,coca-cola,295.28,10,265.75,4.4,167,30,kolkata,sellerb,124,232,26.4,False,packet,1000,109,24,60,2024-09-01,2024-12-19,flatdiscount,on-time,61654.0,26.575,bulk,0,1,1,0,0.45,Mixed,-32.08281135771574,0.9926416683821241
9589,surf excel lite household 562,household,surf excel,289.16,30,202.41,4.5,233,23,delhi,quickstores,133,7,13.3,True,box,200,391,26,19,2024-12-28,2026-01-23,no offer,on-time,1416.87,101.205,small,0,0,0,1,0.3,Planned,-43.68199111585733,1.014797842636215
9590,amul fresh dairy 242,dairy,amul,73.98,5,70.28,3.3,436,27,kolkata,localmart,80,38,35.1,True,box,500,18,16,12,2024-11-24,2024-12-12,flatdiscount,on-time,2670.64,14.056000000000001,mid,1,1,1,0,0.7,Impulse,-48.411244887377116,0.9926416683821241
9591,parle daily snacks 77,snacks,parle,113.76,10,102.38,4.5,300,26,kolkata,dailyneeds,123,78,8.9,False,bottle,400,306,24,22,2025-07-27,2026-05-29,no offer,on-time,7985.639999999999,25.595,mid,0,1,0,0,0.25,Planned,-50.377877094572135,0.9926416683821241
9592,dailygreens original fruits 368,fruits & vegetables,dailygreens,291.1,15,247.44,4.7,21,25,mumbai,urbanseller,104,245,32.2,False,box,250,6,20,64,2025-03-10,2025-03-16,no offer,delayed,60622.8,98.976,small,1,1,0,1,0.8,Impulse,55.20137934936613,0.9848090911450436
9593,modern family pack bakery 287,bakery,modern,387.77,10,348.99,4.8,89,25,pune,localmart,76,308,37.2,False,packet,250,14,15,68,2025-08-26,2025-09-09,flatdiscount,on-time,107488.92,139.596,small,1,1,1,1,1.0,Impulse,62.919872748674386,0.9761729157615873
9594,minute maid organic beverages 615,beverages,minute maid,334.01,5,317.31,3.9,538,21,ahmedabad,localmart,66,80,17.3,False,box,500,480,13,24,2023-12-01,2025-03-25,no offer,on-time,25384.8,63.462,mid,0,1,0,0,0.25,Planned,62.18854658952564,1.0225348626452144
9595,aavin organic dairy 975,dairy,aavin,169.06,15,143.7,2.7,287,26,chennai,sellera,85,42,26.8,False,pouch,250,23,17,0,2024-10-01,2024-10-24,no offer,on-time,6035.4,57.48,small,1,1,0,1,0.8,Impulse,110.96482952999169,1.0102290037834531
9596,dailygreens classic fruits 894,fruits & vegetables,dailygreens,398.69,5,378.76,4.8,163,42,ahmedabad,sellerb,102,95,6.6,False,packet,1000,5,20,35,2024-03-26,2024-03-31,flatdiscount,delayed,35982.2,37.876,bulk,1,1,1,0,0.7,Impulse,-40.607748906435994,1.0225348626452144
9597,britannia original bakery 102,bakery,britannia,255.84,20,204.67,3.7,252,36,lucknow,sellera,91,210,15.5,True,can,500,2,18,41,2024-05-20,2024-05-22,no offer,on-time,42980.7,40.934,mid,1,1,0,0,0.5,Mixed,-52.226696530744164,0.9899610382622132
9598,itc organic snacks 309,snacks,itc,293.17,20,234.54,4.8,475,31,jaipur,sellerb,122,34,23.7,False,jar,300,337,24,43,2024-03-22,2025-02-22,no offer,on-time,7974.36,78.17999999999999,mid,0,1,0,0,0.25,Planned,51.570914973485095,1.0232433225584974
9599,lay's premium snacks 329,snacks,lay's,94.3,10,84.87,4.4,508,20,hyderabad,localmart,134,77,24.9,False,bottle,1000,332,26,31,2025-07-14,2026-06-11,cashback,on-time,6534.990000000001,8.487,bulk,0,1,1,0,0.45,Mixed,-83.5458895448968,1.0021408233089992
9600,dettol premium household 163,household,dettol,608.78,30,426.15,4.3,91,34,ahmedabad,sellerb,71,79,35.3,False,pouch,200,1237,14,34,2024-07-10,2027-11-29,flatdiscount,on-time,33665.85,213.075,small,0,0,1,1,0.5,Mixed,18.57081906021144,1.0225348626452144
9601,tata original grocery 530,grocery,tata,408.82,20,327.06,4.2,537,13,pune,sellera,114,3,31.8,False,pouch,300,216,22,16,2024-12-10,2025-07-14,flatdiscount,on-time,981.1800000000001,109.02,mid,0,0,1,0,0.2,Planned,30.72576128214162,0.9761729157615873
9602,aavin lite dairy 452,dairy,aavin,51.35,0,51.35,4.8,415,20,jaipur,urbanseller,75,154,19.7,False,pouch,500,29,15,52,2024-01-22,2024-02-20,no offer,on-time,7907.900000000001,10.27,mid,1,1,0,0,0.5,Mixed,-62.30673626873669,1.0232433225584974
9603,britannia original snacks 152,snacks,britannia,292.76,15,248.85,3.5,376,18,chennai,localmart,132,287,34.1,False,box,500,302,26,50,2024-07-07,2025-05-05,no offer,on-time,71419.95,49.769999999999996,mid,0,1,0,0,0.25,Planned,-3.508769017263328,1.0102290037834531
9604,modern organic bakery 312,bakery,modern,157.27,0,157.27,5.0,49,27,mumbai,dailyneeds,119,74,22.8,False,jar,400,11,23,29,2023-11-15,2023-11-26,buy1get1,delayed,11637.980000000001,39.3175,mid,1,1,1,0,0.7,Impulse,-54.113283354852534,0.9848090911450436
9605,pepsi classic beverages 186,beverages,pepsi,211.93,0,211.93,4.7,64,27,delhi,urbanseller,112,284,20.0,False,bottle,1000,293,22,83,2024-07-15,2025-05-04,flatdiscount,delayed,60188.12,21.193,bulk,0,1,1,0,0.45,Mixed,-45.837479627622564,1.014797842636215
9606,modern original bakery 650,bakery,modern,333.69,30,233.58,4.5,182,38,delhi,quickstores,79,272,12.9,False,jar,500,8,15,76,2025-05-29,2025-06-06,cashback,on-time,63533.76,46.716,mid,1,1,1,0,0.7,Impulse,-45.4786328023219,1.014797842636215
9607,mother dairy premium dairy 581,dairy,mother dairy,117.0,10,105.3,4.5,313,24,bengaluru,quickstores,121,273,29.9,False,can,1000,11,24,75,2024-09-27,2024-10-08,cashback,on-time,28746.899999999998,10.53,bulk,1,1,1,0,0.7,Impulse,-61.35247642743889,0.9849458155674083
9608,tropicana lite beverages 831,beverages,tropicana,54.26,10,48.83,4.5,280,25,chennai,sellerb,100,59,5.8,False,jar,500,224,20,15,2025-02-17,2025-09-29,no offer,on-time,2880.97,9.766,mid,0,1,0,0,0.25,Planned,-75.04123182387403,1.0102290037834531
9609,gowardhan organic dairy 82,dairy,gowardhan,187.09,0,187.09,4.2,248,29,jaipur,sellera,100,480,13.8,False,box,250,25,20,100,2025-06-24,2025-07-19,freedelivery,on-time,89803.2,74.836,small,1,1,1,1,1.0,Impulse,174.66534416677902,1.0232433225584974
9610,lay's family pack snacks 321,snacks,lay's,51.67,25,38.75,3.8,384,28,mumbai,dailyneeds,106,61,12.1,True,can,500,84,21,14,2024-08-10,2024-11-02,no offer,delayed,2363.75,7.75,mid,0,1,0,0,0.25,Planned,-84.97474301554733,0.9848090911450436
9611,nivea fresh personal 468,personal care,nivea,62.41,0,62.41,4.7,168,34,ahmedabad,sellera,108,22,39.4,True,jar,750,368,21,18,2025-09-23,2026-09-26,flatdiscount,on-time,1373.02,8.321333333333333,bulk,0,0,1,0,0.2,Planned,-93.47575458729412,1.0225348626452144
9612,himalaya premium personal 344,personal care,himalaya,620.56,10,558.5,3.8,217,33,ahmedabad,sellerb,128,311,31.1,False,box,1000,1637,25,77,2024-12-05,2029-05-30,no offer,delayed,173693.5,55.85,bulk,0,0,0,0,0.0,Planned,-56.211451734542905,1.0225348626452144
9613,dove fresh personal 668,personal care,dove,512.32,0,512.32,3.9,152,35,lucknow,quickstores,117,261,34.5,True,bottle,300,1552,23,62,2024-03-27,2028-06-26,no offer,on-time,133715.52000000002,170.77333333333334,mid,0,0,0,0,0.0,Planned,33.89286211494469,0.9899610382622132
9614,freshfarm organic fruits 892,fruits & vegetables,freshfarm,183.6,5,174.42,4.8,156,21,kolkata,urbanseller,115,69,27.4,True,box,250,15,23,36,2024-08-18,2024-09-02,flatdiscount,on-time,12034.98,69.768,small,1,1,1,1,1.0,Impulse,9.401166287247174,0.9926416683821241
9615,dove daily personal 768,personal care,dove,695.51,5,660.73,3.8,392,39,mumbai,quickstores,98,229,32.6,False,bottle,400,509,19,58,2023-11-03,2025-03-26,no offer,on-time,151307.17,165.1825,mid,0,0,0,0,0.0,Planned,29.50943373068698,0.9848090911450436
9616,gowardhan lite dairy 836,dairy,gowardhan,226.09,5,214.79,4.2,299,18,pune,urbanseller,108,259,35.6,True,bottle,1000,8,21,64,2024-03-14,2024-03-22,no offer,on-time,55630.61,21.479,bulk,1,1,0,0,0.5,Mixed,-21.167126418324784,0.9761729157615873
9617,freshfarm original fruits 765,fruits & vegetables,freshfarm,336.17,0,336.17,4.6,184,28,jaipur,urbanseller,83,255,21.0,False,box,2000,10,16,88,2024-01-24,2024-02-03,no offer,on-time,85723.35,16.808500000000002,bulk,1,1,0,0,0.5,Mixed,-73.6430813046211,1.0232433225584974
9618,britannia daily snacks 145,snacks,britannia,39.03,5,37.08,4.2,398,36,delhi,dailyneeds,84,165,37.6,False,packet,750,319,16,65,2025-08-29,2026-07-14,no offer,on-time,6118.2,4.944,bulk,0,1,0,0,0.25,Planned,-90.41485541533754,1.014797842636215
9619,himalaya original personal 950,personal care,himalaya,138.19,10,124.37,4.4,154,27,hyderabad,dailyneeds,95,6,27.4,False,can,750,995,19,15,2025-05-31,2028-02-20,no offer,on-time,746.22,16.582666666666668,bulk,0,0,0,0,0.0,Planned,-86.99855148248308,1.0021408233089992
9620,dailygreens daily fruits 475,fruits & vegetables,dailygreens,316.72,0,316.72,4.9,221,36,delhi,sellera,97,161,7.4,False,can,100,8,19,52,2024-09-17,2024-09-25,no offer,on-time,50991.920000000006,316.72,small,1,1,0,1,0.8,Impulse,396.63939609128727,1.014797842636215
9621,bakehouse premium bakery 497,bakery,bakehouse,112.23,15,95.4,5.0,151,27,jaipur,localmart,118,561,7.2,False,packet,250,11,23,100,2024-10-29,2024-11-09,no offer,on-time,53519.4,38.160000000000004,small,1,1,0,1,0.8,Impulse,-55.46417988990074,1.0232433225584974
9622,patanjali daily grocery 252,grocery,patanjali,78.11,10,70.3,3.7,334,23,lucknow,sellerb,118,48,16.9,False,pouch,400,302,23,23,2025-01-14,2025-11-12,flatdiscount,delayed,3374.3999999999996,17.575,mid,0,0,1,0,0.2,Planned,-78.92583696079949,0.9899610382622132
9623,himalaya family pack personal 495,personal care,himalaya,46.31,5,43.99,4.8,153,27,hyderabad,dailyneeds,92,66,38.8,False,box,300,557,18,31,2025-03-08,2026-09-16,no offer,delayed,2903.34,14.663333333333334,mid,0,0,0,0,0.0,Planned,-88.50338264280838,1.0021408233089992
9624,parle classic snacks 58,snacks,parle,242.95,0,242.95,4.3,298,33,ahmedabad,sellera,87,29,36.4,True,pouch,200,185,17,10,2024-07-13,2025-01-14,cashback,on-time,7045.549999999999,121.475,small,0,1,1,1,0.75,Impulse,135.50878608856615,1.0225348626452144
9625,dettol lite household 832,household,dettol,483.05,0,483.05,4.0,75,25,bengaluru,urbanseller,115,47,6.9,False,box,500,699,23,12,2024-03-13,2026-02-10,no offer,on-time,22703.350000000002,96.61,mid,0,0,0,0,0.0,Planned,-46.23899176624649,0.9849458155674083
9626,freshfarm premium fruits 987,fruits & vegetables,freshfarm,116.43,10,104.79,3.8,106,27,chennai,quickstores,97,4,28.3,False,jar,2000,13,19,0,2024-09-08,2024-09-21,flatdiscount,on-time,419.16,5.2395000000000005,bulk,1,1,1,0,0.7,Impulse,-91.78409283966816,1.0102290037834531
9627,freshfarm premium fruits 377,fruits & vegetables,freshfarm,170.06,0,170.06,4.8,261,21,hyderabad,localmart,122,404,27.1,True,packet,2000,3,24,96,2025-04-27,2025-04-30,no offer,on-time,68704.24,8.503,bulk,1,1,0,0,0.5,Mixed,-86.66669365697078,1.0021408233089992
9628,dailygreens classic fruits 54,fruits & vegetables,dailygreens,98.01,0,98.01,5.0,48,23,hyderabad,urbanseller,132,138,30.4,False,jar,250,5,26,60,2025-06-13,2025-06-18,no offer,on-time,13525.380000000001,39.204,small,1,1,0,1,0.8,Impulse,-38.52535083239826,1.0021408233089992
9629,dailygreens organic fruits 898,fruits & vegetables,dailygreens,342.66,0,342.66,3.7,62,24,hyderabad,dailyneeds,115,216,22.1,False,bottle,500,3,23,47,2024-12-14,2024-12-17,no offer,on-time,74014.56000000001,68.53200000000001,mid,1,1,0,0,0.5,Mixed,7.463030730386774,1.0021408233089992
9630,dettol family pack household 304,household,dettol,247.94,10,223.15,3.7,269,19,pune,quickstores,120,210,23.0,False,bottle,200,779,24,43,2024-12-07,2027-01-25,no offer,on-time,46861.5,111.575,small,0,0,0,1,0.3,Planned,-37.91134982216078,0.9761729157615873
9631,amul fresh dairy 925,dairy,amul,197.18,10,177.46,4.0,318,29,hyderabad,urbanseller,97,88,33.1,True,jar,1000,23,19,19,2024-06-29,2024-07-22,buy1get1,on-time,15616.480000000001,17.746000000000002,bulk,1,1,1,0,0.7,Impulse,-34.86809560126595,1.0021408233089992
9632,aashirvaad family pack grocery 875,grocery,aashirvaad,98.78,20,79.02,4.6,515,15,delhi,dailyneeds,127,121,11.6,False,can,100,403,25,47,2024-03-12,2025-04-19,no offer,on-time,9561.42,79.02,small,0,0,0,1,0.3,Planned,-5.247205498854978,1.014797842636215
9633,modern fresh bakery 395,bakery,modern,60.18,15,51.15,3.6,101,32,jaipur,quickstores,124,219,23.9,False,packet,750,9,24,58,2025-05-25,2025-06-03,no offer,on-time,11201.85,6.819999999999999,bulk,1,1,0,0,0.5,Mixed,-92.04050594468353,1.0232433225584974
9634,tropicana family pack beverages 328,beverages,tropicana,61.14,10,55.03,3.6,111,34,lucknow,sellerb,138,425,38.9,False,jar,500,197,27,92,2025-07-08,2026-01-21,cashback,on-time,23387.75,11.006,mid,0,1,1,0,0.45,Mixed,-71.87218896718794,0.9899610382622132
9635,amul premium dairy 966,dairy,amul,178.2,0,178.2,4.7,446,38,jaipur,sellerb,116,142,31.1,True,bottle,250,26,23,43,2024-08-10,2024-09-05,no offer,on-time,25304.399999999998,71.28,small,1,1,0,1,0.8,Impulse,161.61400572195214,1.0232433225584974
9636,britannia fresh bakery 418,bakery,britannia,275.84,10,248.26,3.9,178,34,ahmedabad,urbanseller,144,52,34.5,False,box,500,4,28,11,2024-10-19,2024-10-23,buy1get1,on-time,12909.52,49.652,mid,1,1,1,0,0.7,Impulse,-42.05208228232055,1.0225348626452144
9637,minute maid family pack beverages 958,beverages,minute maid,51.11,10,46.0,4.6,449,27,kolkata,urbanseller,139,321,30.9,False,jar,1000,231,27,85,2024-05-18,2025-01-04,cashback,delayed,14766.0,4.6,bulk,0,1,1,0,0.45,Mixed,-88.2438732735839,0.9926416683821241
9638,dettol original household 402,household,dettol,294.4,25,220.8,4.1,72,23,ahmedabad,sellera,112,242,26.0,False,can,250,1512,22,57,2025-05-04,2029-06-24,cashback,on-time,53433.600000000006,88.32000000000001,small,0,0,1,1,0.5,Mixed,-50.85216595378211,1.0225348626452144
9639,coca-cola daily beverages 371,beverages,coca-cola,48.75,15,41.44,3.6,152,29,ahmedabad,sellerb,103,563,32.1,False,packet,1500,128,20,100,2024-10-08,2025-02-13,buy1get1,on-time,23330.719999999998,2.7626666666666666,bulk,0,1,1,0,0.45,Mixed,-92.93950881822198,1.0225348626452144
9640,p&g organic personal 732,personal care,p&g,207.08,0,207.08,5.0,44,37,lucknow,quickstores,81,359,25.5,True,box,500,1393,16,98,2024-07-16,2028-05-09,flatdiscount,on-time,74341.72,41.416000000000004,mid,0,0,1,0,0.2,Planned,-67.52826293711422,0.9899610382622132
9641,freshfarm lite fruits 78,fruits & vegetables,freshfarm,152.71,0,152.71,4.1,309,18,pune,sellerb,86,84,17.3,False,can,250,11,17,42,2025-08-29,2025-09-09,flatdiscount,on-time,12827.640000000001,61.084,small,1,1,1,1,1.0,Impulse,-4.215960877620017,0.9761729157615873
9642,lizol lite household 791,household,lizol,713.84,5,678.15,3.8,52,23,ahmedabad,sellera,115,71,14.5,False,jar,750,463,23,19,2024-06-30,2025-10-06,flatdiscount,on-time,48148.65,90.42,bulk,0,0,1,0,0.2,Planned,-49.6835693562158,1.0225348626452144
9643,dove original personal 294,personal care,dove,62.43,10,56.19,4.7,249,30,ahmedabad,dailyneeds,131,115,13.7,False,packet,750,593,26,43,2024-07-13,2026-02-26,flatdiscount,on-time,6461.849999999999,7.492,bulk,0,0,1,0,0.2,Planned,-94.12598382086294,1.0225348626452144
9644,pepsi fresh beverages 971,beverages,pepsi,49.41,10,44.47,4.3,342,26,delhi,quickstores,98,240,17.0,False,jar,500,427,19,55,2025-05-05,2026-07-06,buy1get1,on-time,10672.8,8.894,mid,0,1,1,0,0.45,Mixed,-77.2697845424468,1.014797842636215
9645,tata daily grocery 679,grocery,tata,320.53,10,288.48,4.1,485,23,pune,quickstores,92,127,26.6,False,can,300,492,18,32,2025-07-04,2026-11-08,no offer,delayed,36636.96,96.16000000000001,mid,0,0,0,0,0.0,Planned,15.305349522021094,0.9761729157615873
9646,dove premium personal 118,personal care,dove,725.98,10,653.38,5.0,88,19,mumbai,sellerb,87,30,39.2,False,pouch,250,1208,17,23,2025-01-05,2028-04-27,no offer,on-time,19601.4,261.352,small,0,0,0,1,0.3,Planned,104.91002088225146,0.9848090911450436
9647,gowardhan daily dairy 760,dairy,gowardhan,49.81,0,49.81,4.2,92,24,delhi,dailyneeds,99,219,33.2,False,packet,750,21,19,69,2024-11-05,2024-11-26,flatdiscount,on-time,10908.390000000001,6.641333333333334,bulk,1,1,1,0,0.7,Impulse,-75.62477810510579,1.014797842636215
9648,aavin fresh dairy 208,dairy,aavin,168.92,15,143.58,3.0,242,20,bengaluru,dailyneeds,90,334,19.5,False,box,500,14,18,60,2025-01-01,2025-01-15,no offer,on-time,47955.72,28.716,mid,1,1,0,0,0.5,Mixed,5.394329241183746,0.9849458155674083
9649,dailygreens daily fruits 982,fruits & vegetables,dailygreens,184.35,0,184.35,4.8,138,23,chennai,urbanseller,125,237,17.5,False,pouch,250,6,25,77,2024-03-03,2024-03-09,flatdiscount,on-time,43690.95,73.74,small,1,1,1,1,1.0,Impulse,15.629543659293747,1.0102290037834531
9650,amul lite dairy 458,dairy,amul,244.02,15,207.42,3.7,398,29,jaipur,dailyneeds,118,40,32.1,False,box,1000,25,23,0,2024-01-26,2024-02-20,flatdiscount,delayed,8296.8,20.741999999999997,bulk,1,1,1,0,0.7,Impulse,-23.872086045388187,1.0232433225584974
9651,minute maid classic beverages 728,beverages,minute maid,94.86,10,85.37,4.3,511,33,delhi,quickstores,103,344,18.8,False,box,300,389,20,61,2024-07-05,2025-07-29,no offer,on-time,29367.280000000002,28.456666666666667,mid,0,1,0,0,0.25,Planned,-27.273874012018723,1.014797842636215
